100 30.000000 69.980000
1100 500.380000 975.450000
2100 1590.490000 2731.300000
3100 3150.980000 5271.610000
4100 5401.830000 9007.170000
5100 8256.170000 13775.400000
6100 11902.240000 19926.680000
7100 16152.110000 26914.100000
8100 20994.540000 34861.000000
9100 26161.300000 43599.520000
